release_date,region,issue,epiweek,lag,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b
2019-10-04,or,201939,201833,58,19,0,0,0.0,0.0,0.0
2019-10-04,pa,201939,201833,58,46,0,0,0.0,0.0,0.0
2019-10-04,sc,201939,201833,58,103,1,0,0.97,0.97,0.0
2019-10-04,sd,201939,201833,58,41,0,0,0.0,0.0,0.0
2019-10-04,tn,201939,201833,58,18,0,0,0.0,0.0,0.0
2019-10-04,tx,201939,201833,58,409,3,0,0.73,0.73,0.0
2019-10-04,ut,201939,201833,58,213,2,0,0.94,0.94,0.0
2019-10-04,va,201939,201833,58,122,0,0,0.0,0.0,0.0
2019-10-04,vt,201939,201833,58,15,0,0,0.0,0.0,0.0
2019-10-04,wa,201939,201833,58,183,0,0,0.0,0.0,0.0
2019-10-04,wi,201939,201833,58,308,2,1,0.97,0.65,0.32
2019-10-04,wv,201939,201833,58,240,0,0,0.0,0.0,0.0
2019-10-04,al,201939,201834,57,264,2,0,0.76,0.76,0.0
2019-10-04,ar,201939,201834,57,66,0,0,0.0,0.0,0.0
2019-10-04,az,201939,201834,57,141,0,0,0.0,0.0,0.0
2019-10-04,ca,201939,201834,57,213,0,0,0.0,0.0,0.0
2019-10-04,co,201939,201834,57,174,0,1,0.57,0.0,0.57
2019-10-04,ct,201939,201834,57,185,0,0,0.0,0.0,0.0
2019-10-04,de,201939,201834,57,22,0,0,0.0,0.0,0.0
2019-10-04,ga,201939,201834,57,388,1,9,2.58,0.26,2.32
2019-10-04,hhs1,201939,201834,57,322,0,0,0.0,0.0,0.0
2019-10-04,hhs10,201939,201834,57,249,3,1,1.60643,1.20482,0.401606
2019-10-04,hhs2,201939,201834,57,980,2,0,0.204082,0.204082,0.0
2019-10-04,hhs3,201939,201834,57,523,0,0,0.0,0.0,0.0
2019-10-04,hhs4,201939,201834,57,1997,53,21,3.70556,2.65398,1.05158
2019-10-04,hhs5,201939,201834,57,1335,14,3,1.27341,1.04869,0.224719
2019-10-04,hhs6,201939,201834,57,849,5,1,0.706714,0.588928,0.117786
2019-10-04,hhs7,201939,201834,57,570,0,0,0.0,0.0,0.0
2019-10-04,hhs8,201939,201834,57,576,0,1,0.173611,0.0,0.173611
2019-10-04,hhs9,201939,201834,57,382,0,0,0.0,0.0,0.0
2019-10-04,hi,201939,201834,57,28,0,0,0.0,0.0,0.0
2019-10-04,ia,201939,201834,57,95,0,0,0.0,0.0,0.0
2019-10-04,il,201939,201834,57,68,0,0,0.0,0.0,0.0
2019-10-04,in,201939,201834,57,98,0,0,0.0,0.0,0.0
2019-10-04,ks,201939,201834,57,45,0,0,0.0,0.0,0.0
2019-10-04,ky,201939,201834,57,212,0,0,0.0,0.0,0.0
2019-10-04,la,201939,201834,57,110,3,0,2.73,2.73,0.0
2019-10-04,ma,201939,201834,57,131,0,0,0.0,0.0,0.0
2019-10-04,md,201939,201834,57,52,0,0,0.0,0.0,0.0
2019-10-04,mi,201939,201834,57,242,0,0,0.0,0.0,0.0
2019-10-04,mn,201939,201834,57,112,1,0,0.89,0.89,0.0
2019-10-04,mo,201939,201834,57,374,0,0,0.0,0.0,0.0
2019-10-04,ms,201939,201834,57,15,0,0,0.0,0.0,0.0
2019-10-04,mt,201939,201834,57,61,0,0,0.0,0.0,0.0
2019-10-04,nat,201939,201834,57,7783,77,27,1.33625,0.989336,0.34691
2019-10-04,nc,201939,201834,57,71,0,0,0.0,0.0,0.0
2019-10-04,nd,201939,201834,57,17,0,0,0.0,0.0,0.0
2019-10-04,ne,201939,201834,57,56,0,0,0.0,0.0,0.0
2019-10-04,nm,201939,201834,57,91,0,0,0.0,0.0,0.0
2019-10-04,oh,201939,201834,57,488,9,3,2.46,1.84,0.61
2019-10-04,ok,201939,201834,57,102,0,0,0.0,0.0,0.0
2019-10-04,pa,201939,201834,57,70,0,0,0.0,0.0,0.0
2019-10-04,sc,201939,201834,57,105,1,0,0.95,0.95,0.0
2019-10-04,sd,201939,201834,57,46,0,0,0.0,0.0,0.0
2019-10-04,tn,201939,201834,57,26,0,0,0.0,0.0,0.0
2019-10-04,tx,201939,201834,57,480,2,1,0.63,0.42,0.21
2019-10-04,ut,201939,201834,57,277,0,0,0.0,0.0,0.0
2019-10-04,va,201939,201834,57,135,0,0,0.0,0.0,0.0
2019-10-04,wa,201939,201834,57,234,2,1,1.28,0.85,0.43
2019-10-04,wi,201939,201834,57,327,4,0,1.22,1.22,0.0
2019-10-04,wv,201939,201834,57,244,0,0,0.0,0.0,0.0
2019-10-04,al,201939,201835,56,261,5,3,3.07,1.92,1.15
2019-10-04,ar,201939,201835,56,87,0,0,0.0,0.0,0.0
2019-10-04,az,201939,201835,56,148,1,0,0.68,0.68,0.0
2019-10-04,ca,201939,201835,56,230,0,0,0.0,0.0,0.0
2019-10-04,co,201939,201835,56,216,0,0,0.0,0.0,0.0
2019-10-04,ct,201939,201835,56,160,0,0,0.0,0.0,0.0
2019-10-04,de,201939,201835,56,34,0,0,0.0,0.0,0.0
2019-10-04,ga,201939,201835,56,445,1,5,1.35,0.22,1.12
2019-10-04,hhs1,201939,201835,56,287,0,0,0.0,0.0,0.0
2019-10-04,hhs10,201939,201835,56,297,1,0,0.3367,0.3367,0.0
2019-10-04,hhs2,201939,201835,56,920,1,2,0.326087,0.108696,0.217391
2019-10-04,hhs3,201939,201835,56,562,0,2,0.355872,0.0,0.355872
2019-10-04,hhs4,201939,201835,56,2514,89,25,4.53461,3.54018,0.994431
2019-10-04,hhs5,201939,201835,56,1416,2,1,0.211864,0.141243,0.0706215
2019-10-04,hhs6,201939,201835,56,1045,3,3,0.574163,0.287081,0.287081
2019-10-04,hhs7,201939,201835,56,632,0,0,0.0,0.0,0.0
2019-10-04,hhs8,201939,201835,56,622,0,0,0.0,0.0,0.0
2019-10-04,hhs9,201939,201835,56,417,2,0,0.479616,0.479616,0.0
2019-10-04,hi,201939,201835,56,34,0,0,0.0,0.0,0.0
2019-10-04,ia,201939,201835,56,102,0,0,0.0,0.0,0.0
2019-10-04,il,201939,201835,56,93,0,0,0.0,0.0,0.0
2019-10-04,in,201939,201835,56,80,0,0,0.0,0.0,0.0
2019-10-04,ks,201939,201835,56,43,0,0,0.0,0.0,0.0
2019-10-04,ky,201939,201835,56,267,0,0,0.0,0.0,0.0
2019-10-04,la,201939,201835,56,150,1,0,0.67,0.67,0.0
2019-10-04,ma,201939,201835,56,117,0,0,0.0,0.0,0.0
2019-10-04,md,201939,201835,56,41,0,0,0.0,0.0,0.0
2019-10-04,mi,201939,201835,56,250,0,0,0.0,0.0,0.0
2019-10-04,mn,201939,201835,56,115,1,0,0.87,0.87,0.0
2019-10-04,mo,201939,201835,56,416,0,0,0.0,0.0,0.0
2019-10-04,ms,201939,201835,56,14,0,0,0.0,0.0,0.0
2019-10-04,mt,201939,201835,56,54,0,0,0.0,0.0,0.0
2019-10-04,nat,201939,201835,56,8712,98,33,1.50367,1.12489,0.378788
2019-10-04,nc,201939,201835,56,95,0,0,0.0,0.0,0.0
2019-10-04,nd,201939,201835,56,20,0,0,0.0,0.0,0.0
2019-10-04,ne,201939,201835,56,71,0,0,0.0,0.0,0.0
2019-10-04,nm,201939,201835,56,107,0,0,0.0,0.0,0.0
2019-10-04,oh,201939,201835,56,600,1,1,0.33,0.17,0.17
2019-10-04,ok,201939,201835,56,131,1,0,0.76,0.76,0.0
2019-10-04,or,201939,201835,56,43,0,0,0.0,0.0,0.0
2019-10-04,pa,201939,201835,56,68,0,1,1.47,0.0,1.47
2019-10-04,sc,201939,201835,56,154,0,0,0.0,0.0,0.0
2019-10-04,sd,201939,201835,56,34,0,0,0.0,0.0,0.0
2019-10-04,tn,201939,201835,56,32,0,0,0.0,0.0,0.0
2019-10-04,tx,201939,201835,56,570,1,3,0.7,0.18,0.53
2019-10-04,ut,201939,201835,56,298,0,0,0.0,0.0,0.0
2019-10-04,va,201939,201835,56,102,0,0,0.0,0.0,0.0
2019-10-04,wa,201939,201835,56,245,1,0,0.41,0.41,0.0
2019-10-04,wi,201939,201835,56,278,0,0,0.0,0.0,0.0
2019-10-04,wv,201939,201835,56,317,0,1,0.32,0.0,0.32
2019-10-04,al,201939,201836,55,276,1,0,0.36,0.36,0.0
2019-10-04,ar,201939,201836,55,84,0,0,0.0,0.0,0.0
2019-10-04,az,201939,201836,55,133,0,1,0.75,0.0,0.75
2019-10-04,ca,201939,201836,55,269,0,1,0.37,0.0,0.37
2019-10-04,co,201939,201836,55,252,0,0,0.0,0.0,0.0
2019-10-04,ct,201939,201836,55,187,0,0,0.0,0.0,0.0
2019-10-04,de,201939,201836,55,55,1,0,1.82,1.82,0.0
2019-10-04,ga,201939,201836,55,481,1,4,1.04,0.21,0.83
2019-10-04,hhs1,201939,201836,55,347,1,0,0.288184,0.288184,0.0
2019-10-04,hhs10,201939,201836,55,299,4,1,1.67224,1.33779,0.334448
2019-10-04,hhs2,201939,201836,55,916,4,0,0.436681,0.436681,0.0
2019-10-04,hhs3,201939,201836,55,640,2,1,0.46875,0.3125,0.15625
2019-10-04,hhs4,201939,201836,55,2742,88,32,4.37637,3.20934,1.16703
2019-10-04,hhs5,201939,201836,55,1765,10,1,0.623229,0.566572,0.0566572
2019-10-04,hhs6,201939,201836,55,1233,8,15,1.86537,0.648824,1.21655
2019-10-04,hhs7,201939,201836,55,687,0,0,0.0,0.0,0.0
2019-10-04,hhs8,201939,201836,55,699,1,0,0.143062,0.143062,0.0
2019-10-04,hhs9,201939,201836,55,458,1,2,0.655022,0.218341,0.436681
2019-10-04,hi,201939,201836,55,48,1,0,2.08,2.08,0.0
2019-10-04,ia,201939,201836,55,126,0,0,0.0,0.0,0.0
2019-10-04,il,201939,201836,55,112,0,0,0.0,0.0,0.0
2019-10-04,in,201939,201836,55,89,1,0,1.12,1.12,0.0
2019-10-04,ks,201939,201836,55,51,0,0,0.0,0.0,0.0
2019-10-04,ky,201939,201836,55,256,0,0,0.0,0.0,0.0
2019-10-04,la,201939,201836,55,167,3,0,1.8,1.8,0.0
2019-10-04,ma,201939,201836,55,151,1,0,0.66,0.66,0.0
2019-10-04,md,201939,201836,55,45,0,0,0.0,0.0,0.0
2019-10-04,mi,201939,201836,55,272,0,0,0.0,0.0,0.0
2019-10-04,mn,201939,201836,55,153,6,0,3.92,3.92,0.0
2019-10-04,mo,201939,201836,55,449,0,0,0.0,0.0,0.0
2019-10-04,ms,201939,201836,55,25,0,1,4.0,0.0,4.0
2019-10-04,mt,201939,201836,55,69,0,0,0.0,0.0,0.0
2019-10-04,nat,201939,201836,55,9786,119,52,1.74739,1.21602,0.531371
2019-10-04,nc,201939,201836,55,126,0,0,0.0,0.0,0.0
2019-10-04,nd,201939,201836,55,32,1,0,3.13,3.13,0.0
2019-10-04,ne,201939,201836,55,61,0,0,0.0,0.0,0.0
2019-10-04,nm,201939,201836,55,109,0,0,0.0,0.0,0.0
2019-10-04,oh,201939,201836,55,777,1,1,0.26,0.13,0.13
2019-10-04,ok,201939,201836,55,122,0,0,0.0,0.0,0.0
2019-10-04,or,201939,201836,55,20,0,0,0.0,0.0,0.0
2019-10-04,pa,201939,201836,55,65,0,0,0.0,0.0,0.0
2019-10-04,sc,201939,201836,55,143,2,0,1.4,1.4,0.0
2019-10-04,sd,201939,201836,55,55,0,0,0.0,0.0,0.0
2019-10-04,tn,201939,201836,55,30,0,1,3.33,0.0,3.33
2019-10-04,tx,201939,201836,55,751,5,15,2.66,0.67,2.0
2019-10-04,ut,201939,201836,55,291,0,0,0.0,0.0,0.0
2019-10-04,va,201939,201836,55,131,0,0,0.0,0.0,0.0
2019-10-04,wa,201939,201836,55,268,4,1,1.87,1.49,0.37
2019-10-04,wi,201939,201836,55,362,2,0,0.55,0.55,0.0
2019-10-04,wv,201939,201836,55,344,1,1,0.58,0.29,0.29
2019-10-04,al,201939,201837,54,321,2,1,0.93,0.62,0.31
2019-10-04,ar,201939,201837,54,100,0,0,0.0,0.0,0.0
2019-10-04,az,201939,201837,54,176,0,0,0.0,0.0,0.0
2019-10-04,ca,201939,201837,54,324,2,1,0.93,0.62,0.31
2019-10-04,co,201939,201837,54,266,0,0,0.0,0.0,0.0
2019-10-04,ct,201939,201837,54,217,0,0,0.0,0.0,0.0
2019-10-04,de,201939,201837,54,60,4,0,6.67,6.67,0.0
2019-10-04,ga,201939,201837,54,495,3,5,1.62,0.61,1.01
2019-10-04,hhs1,201939,201837,54,486,0,0,0.0,0.0,0.0
2019-10-04,hhs10,201939,201837,54,436,4,1,1.14679,0.917431,0.229358
2019-10-04,hhs2,201939,201837,54,1334,1,0,0.0749625,0.0749625,0.0
2019-10-04,hhs3,201939,201837,54,762,5,2,0.918635,0.656168,0.262467
2019-10-04,hhs4,201939,201837,54,3040,120,36,5.13158,3.94737,1.18421
2019-10-04,hhs5,201939,201837,54,2212,14,2,0.723327,0.632911,0.0904159
2019-10-04,hhs6,201939,201837,54,1489,4,6,0.671592,0.268637,0.402955
2019-10-04,hhs7,201939,201837,54,879,2,0,0.227531,0.227531,0.0
2019-10-04,hhs8,201939,201837,54,843,2,0,0.237248,0.237248,0.0
2019-10-04,hhs9,201939,201837,54,549,3,1,0.728597,0.546448,0.182149
2019-10-04,hi,201939,201837,54,40,1,0,2.5,2.5,0.0
2019-10-04,ia,201939,201837,54,166,0,0,0.0,0.0,0.0
2019-10-04,il,201939,201837,54,123,2,0,1.63,1.63,0.0
2019-10-04,in,201939,201837,54,119,0,0,0.0,0.0,0.0
2019-10-04,ks,201939,201837,54,55,0,0,0.0,0.0,0.0
2019-10-04,ky,201939,201837,54,281,0,0,0.0,0.0,0.0
2019-10-04,la,201939,201837,54,131,1,0,0.76,0.76,0.0
2019-10-04,ma,201939,201837,54,251,0,0,0.0,0.0,0.0
2019-10-04,md,201939,201837,54,63,0,0,0.0,0.0,0.0
2019-10-04,mi,201939,201837,54,416,1,0,0.24,0.24,0.0
2019-10-04,mn,201939,201837,54,196,4,0,2.04,2.04,0.0
2019-10-04,mo,201939,201837,54,558,2,0,0.36,0.36,0.0
2019-10-04,ms,201939,201837,54,36,0,0,0.0,0.0,0.0
2019-10-04,mt,201939,201837,54,63,1,0,1.59,1.59,0.0
2019-10-04,nat,201939,201837,54,12030,155,48,1.68745,1.28845,0.399002
2019-10-04,nc,201939,201837,54,149,1,0,0.67,0.67,0.0
2019-10-04,nd,201939,201837,54,61,0,0,0.0,0.0,0.0
2019-10-04,ne,201939,201837,54,100,0,0,0.0,0.0,0.0
2019-10-04,nm,201939,201837,54,140,0,0,0.0,0.0,0.0
2019-10-04,oh,201939,201837,54,900,5,2,0.78,0.56,0.22
2019-10-04,ok,201939,201837,54,153,0,0,0.0,0.0,0.0
2019-10-04,or,201939,201837,54,48,0,0,0.0,0.0,0.0
2019-10-04,pa,201939,201837,54,123,1,0,0.81,0.81,0.0
2019-10-04,sc,201939,201837,54,138,2,1,2.17,1.45,0.72
2019-10-04,sd,201939,201837,54,79,0,0,0.0,0.0,0.0
2019-10-04,tn,201939,201837,54,46,0,1,2.17,0.0,2.17
2019-10-04,tx,201939,201837,54,965,3,6,0.93,0.31,0.62
2019-10-04,ut,201939,201837,54,373,1,0,0.27,0.27,0.0
2019-10-04,va,201939,201837,54,133,0,0,0.0,0.0,0.0
2019-10-04,vt,201939,201837,54,12,0,0,0.0,0.0,0.0
2019-10-04,wa,201939,201837,54,378,4,1,1.32,1.06,0.26
2019-10-04,wi,201939,201837,54,458,2,0,0.44,0.44,0.0
2019-10-04,wv,201939,201837,54,383,0,2,0.52,0.0,0.52
2019-10-04,ak,201939,201838,53,11,0,0,0.0,0.0,0.0
2019-10-04,al,201939,201838,53,346,4,0,1.16,1.16,0.0
2019-10-04,ar,201939,201838,53,87,0,0,0.0,0.0,0.0
2019-10-04,az,201939,201838,53,169,0,0,0.0,0.0,0.0
2019-10-04,ca,201939,201838,53,285,0,1,0.35,0.0,0.35
2019-10-04,co,201939,201838,53,244,0,0,0.0,0.0,0.0
2019-10-04,ct,201939,201838,53,258,0,0,0.0,0.0,0.0
2019-10-04,de,201939,201838,53,107,0,0,0.0,0.0,0.0
2019-10-04,ga,201939,201838,53,579,1,4,0.86,0.17,0.69
2019-10-04,hhs1,201939,201838,53,609,1,1,0.328407,0.164204,0.164204
2019-10-04,hhs10,201939,201838,53,521,8,2,1.91939,1.53551,0.383877
2019-10-04,hhs2,201939,201838,53,1344,5,1,0.446429,0.372024,0.0744048
2019-10-04,hhs3,201939,201838,53,883,2,2,0.453001,0.226501,0.226501
2019-10-04,hhs4,201939,201838,53,3344,113,39,4.54545,3.37919,1.16627
2019-10-04,hhs5,201939,201838,53,2666,11,8,0.712678,0.412603,0.300075
2019-10-04,hhs6,201939,201838,53,1671,11,10,1.25673,0.658288,0.598444
2019-10-04,hhs7,201939,201838,53,868,6,2,0.921659,0.691244,0.230415
2019-10-04,hhs8,201939,201838,53,766,1,0,0.130548,0.130548,0.0
2019-10-04,hhs9,201939,201838,53,510,0,1,0.196078,0.0,0.196078
2019-10-04,hi,201939,201838,53,46,0,0,0.0,0.0,0.0
2019-10-04,ia,201939,201838,53,175,0,0,0.0,0.0,0.0
2019-10-04,il,201939,201838,53,133,0,0,0.0,0.0,0.0
2019-10-04,in,201939,201838,53,113,0,0,0.0,0.0,0.0
2019-10-04,ks,201939,201838,53,69,0,1,1.45,0.0,1.45
2019-10-04,ky,201939,201838,53,292,0,0,0.0,0.0,0.0
2019-10-04,la,201939,201838,53,173,2,0,1.16,1.16,0.0
2019-10-04,ma,201939,201838,53,319,0,0,0.0,0.0,0.0
2019-10-04,md,201939,201838,53,79,1,0,1.27,1.27,0.0
2019-10-04,mi,201939,201838,53,580,1,1,0.34,0.17,0.17
2019-10-04,mn,201939,201838,53,255,2,0,0.78,0.78,0.0
2019-10-04,mo,201939,201838,53,562,6,1,1.25,1.07,0.18
2019-10-04,ms,201939,201838,53,25,0,0,0.0,0.0,0.0
2019-10-04,mt,201939,201838,53,78,0,0,0.0,0.0,0.0
2019-10-04,nat,201939,201838,53,13182,158,66,1.69929,1.1986,0.500683
2019-10-04,nc,201939,201838,53,184,0,0,0.0,0.0,0.0
2019-10-04,nd,201939,201838,53,57,0,0,0.0,0.0,0.0
2019-10-04,ne,201939,201838,53,62,0,0,0.0,0.0,0.0
2019-10-04,nm,201939,201838,53,156,0,0,0.0,0.0,0.0
2019-10-04,nv,201939,201838,53,10,0,0,0.0,0.0,0.0
2019-10-04,oh,201939,201838,53,998,8,6,1.4,0.8,0.6
2019-10-04,ok,201939,201838,53,151,0,1,0.66,0.0,0.66
2019-10-04,or,201939,201838,53,54,1,1,3.7,1.85,1.85
2019-10-04,pa,201939,201838,53,121,1,0,0.83,0.83,0.0
2019-10-04,sc,201939,201838,53,222,0,1,0.45,0.0,0.45
2019-10-04,sd,201939,201838,53,59,0,0,0.0,0.0,0.0
2019-10-04,tn,201939,201838,53,67,1,1,2.99,1.49,1.49
2019-10-04,tx,201939,201838,53,1104,9,9,1.63,0.82,0.82
2019-10-04,ut,201939,201838,53,327,1,0,0.31,0.31,0.0
2019-10-04,va,201939,201838,53,174,0,0,0.0,0.0,0.0
2019-10-04,vt,201939,201838,53,23,0,0,0.0,0.0,0.0
2019-10-04,wa,201939,201838,53,451,6,1,1.55,1.33,0.22
2019-10-04,wi,201939,201838,53,587,0,1,0.17,0.0,0.17
2019-10-04,wv,201939,201838,53,402,0,2,0.5,0.0,0.5
2019-10-04,al,201939,201839,52,333,2,1,0.9,0.6,0.3
2019-10-04,ar,201939,201839,52,75,0,0,0.0,0.0,0.0
2019-10-04,az,201939,201839,52,137,0,0,0.0,0.0,0.0
2019-10-04,ca,201939,201839,52,355,4,0,1.13,1.13,0.0
2019-10-04,co,201939,201839,52,282,0,0,0.0,0.0,0.0
2019-10-04,ct,201939,201839,52,352,4,0,1.14,1.14,0.0
2019-10-04,de,201939,201839,52,135,1,0,0.74,0.74,0.0
2019-10-04,ga,201939,201839,52,611,4,6,1.64,0.65,0.98
2019-10-04,hhs1,201939,201839,52,793,8,1,1.13493,1.00883,0.126103
2019-10-04,hhs10,201939,201839,52,632,3,5,1.26582,0.474684,0.791139
2019-10-04,hhs2,201939,201839,52,1664,8,3,0.661058,0.480769,0.180288
2019-10-04,hhs3,201939,201839,52,1028,5,0,0.486381,0.486381,0.0
2019-10-04,hhs4,201939,201839,52,3461,112,35,4.24733,3.23606,1.01127
2019-10-04,hhs5,201939,201839,52,3056,16,4,0.65445,0.52356,0.13089
2019-10-04,hhs6,201939,201839,52,1721,7,4,0.639163,0.40674,0.232423
2019-10-04,hhs7,201939,201839,52,938,2,0,0.21322,0.21322,0.0
2019-10-04,hhs8,201939,201839,52,920,3,0,0.326087,0.326087,0.0
2019-10-04,hhs9,201939,201839,52,550,5,0,0.909091,0.909091,0.0
2019-10-04,hi,201939,201839,52,50,1,0,2.0,2.0,0.0
2019-10-04,ia,201939,201839,52,173,0,0,0.0,0.0,0.0
2019-10-04,il,201939,201839,52,135,1,0,0.74,0.74,0.0
2019-10-04,in,201939,201839,52,170,1,1,1.18,0.59,0.59
2019-10-04,ks,201939,201839,52,71,0,0,0.0,0.0,0.0
2019-10-04,ky,201939,201839,52,289,0,0,0.0,0.0,0.0
2019-10-04,la,201939,201839,52,190,1,0,0.53,0.53,0.0
2019-10-04,ma,201939,201839,52,397,2,1,0.76,0.5,0.25
2019-10-04,md,201939,201839,52,102,1,0,0.98,0.98,0.0
2019-10-04,mi,201939,201839,52,683,2,0,0.29,0.29,0.0
2019-10-04,mn,201939,201839,52,241,2,0,0.83,0.83,0.0
2019-10-04,mo,201939,201839,52,615,2,0,0.33,0.33,0.0
2019-10-04,ms,201939,201839,52,46,0,1,2.17,0.0,2.17
2019-10-04,mt,201939,201839,52,99,1,0,1.01,1.01,0.0
2019-10-04,nat,201939,201839,52,14763,169,52,1.49699,1.14475,0.352232
2019-10-04,nc,201939,201839,52,179,0,2,1.12,0.0,1.12
2019-10-04,nd,201939,201839,52,88,0,0,0.0,0.0,0.0
2019-10-04,ne,201939,201839,52,79,0,0,0.0,0.0,0.0
2019-10-04,nm,201939,201839,52,196,0,0,0.0,0.0,0.0
2019-10-04,oh,201939,201839,52,1152,9,3,1.04,0.78,0.26
2019-10-04,ok,201939,201839,52,153,1,1,1.31,0.65,0.65
2019-10-04,or,201939,201839,52,77,0,0,0.0,0.0,0.0
2019-10-04,pa,201939,201839,52,174,0,0,0.0,0.0,0.0
2019-10-04,sc,201939,201839,52,259,2,0,0.77,0.77,0.0
2019-10-04,sd,201939,201839,52,93,0,0,0.0,0.0,0.0
2019-10-04,tn,201939,201839,52,75,0,1,1.33,0.0,1.33
2019-10-04,tx,201939,201839,52,1107,5,3,0.72,0.45,0.27
2019-10-04,ut,201939,201839,52,357,2,0,0.56,0.56,0.0
2019-10-04,va,201939,201839,52,211,1,0,0.47,0.47,0.0
2019-10-04,vt,201939,201839,52,14,0,0,0.0,0.0,0.0
2019-10-04,wa,201939,201839,52,541,3,5,1.48,0.55,0.92
2019-10-04,wi,201939,201839,52,675,1,0,0.15,0.15,0.0
2019-10-04,wv,201939,201839,52,406,2,0,0.49,0.49,0.0
2020-10-02,al,202039,201840,103,455,2,2,0.88,0.44,0.44
2020-10-02,ar,202039,201840,103,86,1,0,1.16,1.16,0.0
2020-10-02,az,202039,201840,103,183,0,0,0.0,0.0,0.0
2020-10-02,ca,202039,201840,103,409,2,1,0.73,0.49,0.24
2020-10-02,co,202039,201840,103,366,0,0,0.0,0.0,0.0
2020-10-02,ct,202039,201840,103,383,1,1,0.52,0.26,0.26
2020-10-02,de,202039,201840,103,147,1,0,0.68,0.68,0.0
2020-10-02,ga,202039,201840,103,752,3,8,1.46,0.4,1.06
2020-10-02,hhs1,202039,201840,103,922,2,1,0.32538,0.21692,0.10846
2020-10-02,hhs10,202039,201840,103,878,7,1,0.911162,0.797267,0.113895
2020-10-02,hhs2,202039,201840,103,1735,10,3,0.74928,0.576369,0.172911
2020-10-02,hhs3,202039,201840,103,1181,3,1,0.338696,0.254022,0.084674
2020-10-02,hhs4,202039,201840,103,3995,163,45,5.20651,4.0801,1.12641
2020-10-02,hhs5,202039,201840,103,3260,7,6,0.398773,0.214724,0.184049
2020-10-02,hhs6,202039,201840,103,1948,15,12,1.38604,0.770021,0.616016
2020-10-02,hhs7,202039,201840,103,942,3,0,0.318471,0.318471,0.0
2020-10-02,hhs8,202039,201840,103,998,4,1,0.501002,0.400802,0.1002
2020-10-02,hhs9,202039,201840,103,669,4,1,0.747384,0.597907,0.149477
2020-10-02,hi,202039,201840,103,62,2,0,3.23,3.23,0.0
2020-10-02,ia,202039,201840,103,180,0,0,0.0,0.0,0.0
2020-10-02,id,202039,201840,103,24,0,0,0.0,0.0,0.0
2020-10-02,il,202039,201840,103,97,1,2,3.09,1.03,2.06
2020-10-02,in,202039,201840,103,136,0,1,0.74,0.0,0.74
2020-10-02,ks,202039,201840,103,62,0,0,0.0,0.0,0.0
2020-10-02,ky,202039,201840,103,377,1,0,0.27,0.27,0.0
2020-10-02,la,202039,201840,103,243,4,0,1.65,1.65,0.0
2020-10-02,ma,202039,201840,103,426,1,0,0.23,0.23,0.0
2020-10-02,md,202039,201840,103,148,0,1,0.68,0.0,0.68
2020-10-02,me,202039,201840,103,41,0,0,0.0,0.0,0.0
2020-10-02,mi,202039,201840,103,751,0,2,0.27,0.0,0.27
2020-10-02,mn,202039,201840,103,344,0,0,0.0,0.0,0.0
2020-10-02,mo,202039,201840,103,617,3,0,0.49,0.49,0.0
2020-10-02,ms,202039,201840,103,53,0,0,0.0,0.0,0.0
2020-10-02,mt,202039,201840,103,113,1,1,1.77,0.88,0.88
2020-10-02,nat,202039,201840,103,16528,218,71,1.74855,1.31897,0.429574
2020-10-02,nc,202039,201840,103,213,0,2,0.94,0.0,0.94
2020-10-02,nd,202039,201840,103,89,1,0,1.12,1.12,0.0
2020-10-02,ne,202039,201840,103,83,0,0,0.0,0.0,0.0
2020-10-02,nm,202039,201840,103,184,0,0,0.0,0.0,0.0
2020-10-02,nv,202039,201840,103,15,0,0,0.0,0.0,0.0
2020-10-02,oh,202039,201840,103,1260,5,1,0.48,0.4,0.08
2020-10-02,ok,202039,201840,103,212,0,2,0.94,0.0,0.94
2020-10-02,or,202039,201840,103,208,3,0,1.44,1.44,0.0
2020-10-02,pa,202039,201840,103,216,2,0,0.93,0.93,0.0
2020-10-02,sc,202039,201840,103,240,0,0,0.0,0.0,0.0
2020-10-02,sd,202039,201840,103,78,0,0,0.0,0.0,0.0
2020-10-02,tn,202039,201840,103,72,0,1,1.39,0.0,1.39
2020-10-02,tx,202039,201840,103,1223,10,10,1.64,0.82,0.82
2020-10-02,ut,202039,201840,103,352,2,0,0.57,0.57,0.0
2020-10-02,va,202039,201840,103,224,0,0,0.0,0.0,0.0
2020-10-02,vt,202039,201840,103,37,0,0,0.0,0.0,0.0
2020-10-02,wa,202039,201840,103,637,4,1,0.78,0.63,0.16
2020-10-02,wi,202039,201840,103,672,1,0,0.15,0.15,0.0
2020-10-02,wv,202039,201840,103,446,0,0,0.0,0.0,0.0
2020-10-02,al,202039,201841,102,467,5,2,1.5,1.07,0.43
2020-10-02,ar,202039,201841,102,135,2,0,1.48,1.48,0.0
2020-10-02,az,202039,201841,102,180,1,0,0.56,0.56,0.0
2020-10-02,ca,202039,201841,102,410,4,1,1.22,0.98,0.24
2020-10-02,co,202039,201841,102,407,2,0,0.49,0.49,0.0
2020-10-02,ct,202039,201841,102,412,1,2,0.73,0.24,0.49
2020-10-02,de,202039,201841,102,149,0,1,0.67,0.0,0.67
2020-10-02,ga,202039,201841,102,814,5,12,2.09,0.61,1.47
2020-10-02,hhs1,202039,201841,102,971,2,2,0.411946,0.205973,0.205973
